Age,Gender,Annual Income,Monthly Income,Employment Status,Years of Employment,Education,Marital Status,Loan Amount,Loan Purpose,Interest Rate,Loan Term,Credit Score,Debt-to-Income Ratio,Number of Existing Loans,Number of Credit Cards,Previous Loan Defaults,Savings Balance,Monthly Expenses,Property Ownership,Dependents,Risk Level
32,Male,130900.0,10908.33,Employed,5.5,Bachelor,Single,20600.0,Home Improvement,12.33,24,676.0,0.1,1,4,0,2100.0,3718.29,Own,0,Low Risk
57,Male,5300.0,441.67,Unemployed,0.0,Associate,Married,4600.0,Personal,23.07,24,576.0,0.3,0,4,0,800.0,1408.53,Mortgage,1,High Risk
56,Female,130500.0,10875.0,Employed,7.8,Bachelor,Married,22400.0,Home Improvement,9.32,36,752.0,0.14,1,9,0,117600.0,4132.9,Own,2,Low Risk
25,Female,127400.0,10616.67,Employed,2.0,Bachelor,Single,24100.0,Education,8.82,36,781.0,0.13,1,8,0,43200.0,3001.75,Rent,0,Low Risk
24,Female,97500.0,8125.0,Employed,4.4,Bachelor,Married,6400.0,Debt Consolidation,13.79,36,589.0,0.15,1,6,0,500.0,3298.93,Rent,1,Medium Risk
25,Female,41300.0,3441.67,Employed,3.8,High School,Widowed,6100.0,Debt Consolidation,18.96,36,546.0,0.05,0,2,0,0.0,2388.4,Rent,0,High Risk
25,Male,124300.0,10358.33,Employed,3.8,Bachelor,Single,10700.0,Education,19.11,60,604.0,0.07,0,4,0,27000.0,4116.37,Rent,4,Medium Risk
30,Female,21000.0,1750.0,Employed,1.8,High School,Married,4900.0,Debt Consolidation,12.58,36,685.0,0.36,1,3,0,500.0,1441.36,Mortgage,4,Medium Risk
62,Male,58400.0,4866.67,Employed,15.0,Bachelor,Single,14600.0,Debt Consolidation,12.79,60,717.0,0.16,1,2,0,400.0,1610.59,Rent,0,Medium Risk
23,Male,38600.0,3216.67,Self-Employed,1.8,Associate,Married,4900.0,Business,13.67,36,650.0,0.12,0,7,0,3500.0,2040.44,Own,0,Medium Risk
65,Male,31400.0,2616.67,Employed,2.5,Associate,Single,6100.0,Home Improvement,7.76,12,763.0,0.28,0,10,0,12300.0,2002.47,Mortgage,0,Low Risk
58,Female,91300.0,7608.33,Employed,8.4,Associate,Divorced,7300.0,Education,14.36,36,649.0,0.13,1,2,0,3900.0,3117.99,Mortgage,0,Low Risk
35,Non-Binary,41000.0,3416.67,Self-Employed,7.2,High School,Divorced,7100.0,Education,18.76,60,589.0,0.17,0,5,0,4900.0,1855.34,Mortgage,0,Medium Risk
43,Female,7200.0,600.0,Unemployed,0.0,Bachelor,Divorced,2500.0,Education,18.79,24,443.0,0.32,0,3,0,100.0,1267.04,Mortgage,2,High Risk
45,Male,70300.0,5858.33,Employed,8.3,Bachelor,Divorced,4700.0,Debt Consolidation,16.58,24,617.0,0.12,0,3,2,16800.0,2558.08,Rent,0,High Risk
75,Female,31300.0,2608.33,Retired,16.0,Master,Single,3500.0,Home Improvement,15.84,12,618.0,0.14,0,3,0,6800.0,1307.62,Mortgage,0,Medium Risk
45,Female,44800.0,3733.33,Employed,19.7,High School,Married,8200.0,Debt Consolidation,15.37,24,602.0,0.24,1,5,0,400.0,2210.74,Mortgage,0,High Risk
66,Female,104500.0,8708.33,Employed,38.4,Bachelor,Married,32400.0,Debt Consolidation,11.88,60,710.0,0.12,3,7,1,41100.0,3305.53,Own,0,Low Risk
71,Female,75300.0,6275.0,Employed,30.2,Associate,Single,17700.0,Debt Consolidation,5.65,36,850.0,0.13,0,10,0,15400.0,3839.3,Mortgage,0,Low Risk
53,Female,61300.0,5108.33,Employed,0.7,Bachelor,Married,3600.0,Education,16.2,24,647.0,0.07,0,2,0,1600.0,2476.6,Rent,1,Medium Risk
24,Male,67200.0,5600.0,Employed,2.6,Associate,Married,9900.0,Auto,25.27,60,516.0,0.09,0,3,3,,2802.98,Rent,1,High Risk
54,Male,111400.0,9283.33,Employed,2.7,Bachelor,Married,6400.0,Debt Consolidation,18.17,60,644.0,0.23,3,4,0,3100.0,5015.28,Own,2,Medium Risk
58,Male,39800.0,3316.67,Employed,30.7,High School,Married,3200.0,Debt Consolidation,15.68,36,626.0,0.11,0,1,0,2200.0,2531.74,Mortgage,0,Medium Risk
50,Male,143000.0,11916.67,Employed,14.9,Bachelor,Married,35300.0,Home Improvement,17.02,60,638.0,0.1,0,3,0,7700.0,4951.77,Own,3,Medium Risk
37,Male,44100.0,3675.0,Employed,15.2,High School,Single,3400.0,Personal,6.73,36,758.0,0.2,1,7,0,19700.0,2453.88,Own,1,Low Risk
38,Female,156500.0,13041.67,Employed,0.9,Master,Single,17500.0,Auto,9.39,60,741.0,0.11,1,7,0,31300.0,4543.9,Mortgage,1,Low Risk
64,Female,43800.0,3650.0,Employed,26.6,High School,Married,14300.0,Debt Consolidation,10.09,36,685.0,0.12,0,5,0,9400.0,1782.62,Mortgage,0,Low Risk
70,Male,104100.0,8675.0,Self-Employed,43.9,Bachelor,Widowed,9500.0,Debt Consolidation,14.9,24,602.0,0.11,0,6,0,5600.0,3459.35,Rent,0,Medium Risk
18,Male,24000.0,2000.0,Self-Employed,0.0,High School,Married,5900.0,Home Improvement,18.18,12,610.0,0.53,2,4,0,6600.0,1262.05,Own,0,High Risk
29,Male,51500.0,4291.67,Employed,4.1,Associate,Married,2500.0,Business,13.47,36,693.0,0.08,0,4,0,3200.0,2614.33,Own,0,Low Risk
25,Female,98700.0,8225.0,Employed,0.7,Master,Divorced,25100.0,Debt Consolidation,10.82,36,676.0,0.06,0,5,0,43200.0,2967.14,Rent,0,Low Risk
66,Female,15900.0,1325.0,Retired,15.0,High School,Single,2500.0,Business,15.67,36,643.0,0.17,0,4,1,200.0,1470.89,Mortgage,0,High Risk
22,Male,54100.0,4508.33,Employed,3.2,Associate,Married,7500.0,Debt Consolidation,13.2,12,627.0,0.16,2,2,2,,2199.48,Rent,0,High Risk
21,Male,11100.0,925.0,Unemployed,0.0,Bachelor,Single,2100.0,Education,21.01,24,385.0,0.15,0,1,1,600.0,1089.6,Rent,0,High Risk
70,Male,23900.0,1991.67,Retired,41.0,Bachelor,Married,8600.0,Home Improvement,12.67,12,715.0,0.21,0,7,0,300.0,1714.91,Own,0,Medium Risk
46,Female,62700.0,5225.0,Employed,2.5,Bachelor,Married,23700.0,Personal,13.11,24,692.0,0.17,1,4,0,7300.0,3716.35,Mortgage,3,Medium Risk
47,Male,39300.0,3275.0,Employed,2.7,Associate,Single,12800.0,Debt Consolidation,16.81,12,600.0,0.11,0,2,0,3500.0,1856.69,Mortgage,1,Medium Risk
22,Female,41800.0,3483.33,Employed,1.9,High School,Divorced,9400.0,Debt Consolidation,13.13,24,735.0,0.08,1,2,0,1100.0,2437.1,Rent,2,Low Risk
49,Male,31800.0,2650.0,Employed,7.6,High School,Divorced,4900.0,Debt Consolidation,12.57,12,697.0,0.17,1,1,0,8500.0,2287.97,Mortgage,2,Low Risk
60,Female,145900.0,12158.33,Employed,19.7,Bachelor,Married,52800.0,Debt Consolidation,8.72,60,769.0,0.13,1,8,0,92600.0,5051.37,Own,1,Low Risk
54,Male,24000.0,2000.0,Employed,18.9,High School,Single,4300.0,Home Improvement,17.33,36,650.0,0.11,0,3,0,300.0,1287.98,Own,0,Medium Risk
25,Male,30000.0,2500.0,Employed,,Associate,Married,4600.0,Auto,21.37,12,569.0,0.09,0,1,0,1700.0,1661.15,Own,0,Medium Risk
75,Female,76500.0,6375.0,Employed,8.3,Master,Widowed,11100.0,Personal,14.85,36,628.0,0.09,1,3,0,2100.0,2930.42,Mortgage,0,Medium Risk
64,Female,121100.0,10091.67,Self-Employed,7.6,Bachelor,Single,19500.0,Personal,11.2,36,720.0,0.12,1,4,0,4000.0,3121.83,Own,0,Medium Risk
50,Male,89100.0,7425.0,Retired,20.0,Master,Single,2600.0,Home Improvement,12.37,60,676.0,0.14,0,6,0,10000.0,3481.42,Mortgage,0,Low Risk
24,Female,54200.0,4516.67,Employed,3.9,Associate,Divorced,28200.0,Auto,22.09,36,507.0,0.16,0,7,0,1100.0,1694.27,Rent,0,High Risk
51,Female,108100.0,9008.33,Employed,,Bachelor,Married,58600.0,Debt Consolidation,10.98,24,710.0,0.15,1,4,0,13200.0,2930.79,Mortgage,0,Low Risk
51,Female,61100.0,5091.67,Employed,0.7,Bachelor,Married,29000.0,Auto,22.6,12,572.0,0.21,2,4,0,5200.0,3891.5,Mortgage,2,High Risk
58,Male,221000.0,18416.67,Employed,23.5,Master,Single,79600.0,Personal,8.43,36,753.0,0.06,0,5,0,34400.0,7074.65,Mortgage,0,Low Risk
26,Female,58700.0,4891.67,Employed,7.7,Bachelor,Married,5500.0,Debt Consolidation,11.76,24,684.0,0.06,0,5,0,27700.0,2617.59,Mortgage,2,Low Risk
47,Male,37600.0,3133.33,Self-Employed,7.3,High School,Single,19100.0,Home Improvement,19.77,60,565.0,0.2,1,5,1,1600.0,2700.0,Mortgage,1,High Risk
57,Male,20400.0,1700.0,Employed,23.1,High School,Married,3200.0,Education,20.67,24,550.0,0.21,0,5,1,4500.0,1325.63,Mortgage,0,High Risk
54,Female,29600.0,2466.67,Self-Employed,11.4,High School,Married,3300.0,Debt Consolidation,23.25,12,,0.11,0,2,1,700.0,1973.36,Rent,1,High Risk
57,Non-Binary,183300.0,15275.0,Employed,36.7,Doctorate,Single,4500.0,Home Improvement,5.86,36,850.0,0.09,2,3,0,51600.0,5424.17,Own,0,Low Risk
31,Female,72600.0,6050.0,Employed,10.2,Associate,Single,8200.0,Education,16.76,24,629.0,0.08,1,3,0,1400.0,3482.29,Rent,1,Medium Risk
18,Female,86700.0,7225.0,Employed,0.0,Bachelor,Divorced,10300.0,Business,11.44,36,705.0,0.09,1,3,0,9200.0,3300.65,Rent,1,Medium Risk
64,Female,96900.0,8075.0,Employed,32.6,Bachelor,Married,10700.0,Home Improvement,6.48,36,790.0,0.13,1,3,0,63200.0,3869.17,Rent,0,Low Risk
39,Male,285300.0,23775.0,Employed,3.4,Doctorate,Divorced,30700.0,Business,4.65,12,815.0,0.09,0,7,0,111400.0,6261.85,Mortgage,0,Low Risk
50,Male,7600.0,633.33,Unemployed,0.0,High School,Married,2600.0,Auto,9.08,36,672.0,0.7,2,2,0,100.0,1639.82,Rent,4,High Risk
54,Female,50300.0,4191.67,Self-Employed,16.7,High School,Single,3500.0,Debt Consolidation,13.14,12,654.0,0.12,1,5,0,,2134.2,Mortgage,1,Medium Risk
46,Male,22400.0,1866.67,Employed,25.0,High School,Single,7400.0,Personal,13.87,24,640.0,0.25,1,3,0,3300.0,1371.55,Mortgage,0,Medium Risk
41,Female,147100.0,12258.33,Employed,2.5,Bachelor,Single,5400.0,Debt Consolidation,8.34,12,745.0,0.09,1,6,0,24900.0,5426.67,Mortgage,3,Low Risk
55,Male,64400.0,5366.67,Employed,32.8,High School,Divorced,11600.0,Debt Consolidation,18.46,24,661.0,0.11,1,4,0,300.0,2300.13,Rent,1,High Risk
25,Female,63800.0,5316.67,Employed,3.9,Bachelor,Married,15400.0,Education,19.49,36,580.0,0.16,1,1,1,17900.0,2218.75,Rent,1,Medium Risk
33,Male,37600.0,3133.33,Employed,11.1,High School,Single,9700.0,Debt Consolidation,12.69,12,671.0,0.08,0,1,0,9700.0,2511.19,Mortgage,1,Medium Risk
64,Male,36600.0,3050.0,Employed,19.8,High School,Single,13200.0,Debt Consolidation,13.26,36,738.0,0.11,0,5,0,500.0,1933.62,Rent,1,Medium Risk
65,Male,92400.0,7700.0,Employed,40.0,Bachelor,Single,15400.0,Home Improvement,9.93,36,689.0,0.14,1,7,1,13800.0,4457.38,Mortgage,1,Medium Risk
66,Female,22200.0,1850.0,Retired,37.0,High School,Married,3500.0,Home Improvement,13.36,36,664.0,0.44,2,2,0,900.0,1412.67,Rent,0,Medium Risk
19,Male,27500.0,2291.67,Employed,0.6,High School,Married,6800.0,Home Improvement,21.99,60,539.0,0.23,1,1,0,500.0,1356.1,Rent,0,High Risk
61,Male,202100.0,16841.67,Employed,20.8,Master,Single,28300.0,Debt Consolidation,16.44,24,600.0,0.05,0,6,1,1200.0,6777.12,Own,0,High Risk
25,Female,141700.0,11808.33,Employed,6.8,Doctorate,Single,10200.0,Home Improvement,15.12,60,593.0,0.13,3,5,0,11400.0,6454.71,Rent,1,Medium Risk
37,Male,47000.0,3916.67,Employed,6.7,High School,Single,12300.0,Debt Consolidation,16.12,24,629.0,0.07,0,3,0,1700.0,2139.0,Mortgage,1,Medium Risk
68,Male,36800.0,3066.67,Retired,32.0,Bachelor,Married,5400.0,Home Improvement,14.8,12,658.0,0.06,0,2,0,7800.0,2330.08,Rent,0,Low Risk
25,Male,72900.0,6075.0,Employed,2.4,Bachelor,Married,15000.0,Debt Consolidation,15.8,36,652.0,0.12,1,2,0,200.0,3089.33,Rent,0,Medium Risk
65,Male,162100.0,13508.33,Self-Employed,12.7,Master,Single,13200.0,Business,8.97,12,798.0,0.1,0,3,0,70400.0,3414.61,Mortgage,0,Low Risk
46,Male,156500.0,13041.67,Employed,22.3,Master,Married,38200.0,Home Improvement,12.92,36,672.0,0.06,1,5,0,35500.0,4771.32,Own,1,Low Risk
57,Male,68000.0,5666.67,Employed,15.9,Associate,Divorced,8100.0,Business,11.29,60,739.0,0.11,1,2,0,2000.0,2841.53,Own,0,Low Risk
56,Female,56400.0,4700.0,Employed,2.8,Associate,Married,11700.0,Debt Consolidation,11.12,12,719.0,0.14,0,6,0,16300.0,2893.76,Rent,0,Low Risk
55,Female,27300.0,2275.0,Employed,35.9,High School,Single,3600.0,Debt Consolidation,19.62,60,657.0,0.18,1,1,0,1100.0,1756.11,Mortgage,2,Medium Risk
52,Male,122700.0,10225.0,Employed,29.6,Bachelor,Married,12800.0,Education,21.62,24,569.0,0.07,1,6,1,5100.0,6145.25,Mortgage,2,High Risk
20,Male,7100.0,591.67,Unemployed,0.0,Bachelor,Married,2300.0,Auto,24.45,24,474.0,0.68,1,2,2,0.0,1362.05,Rent,0,High Risk
35,Non-Binary,59300.0,4941.67,Self-Employed,3.8,High School,Single,23900.0,Education,20.75,36,545.0,0.11,0,1,1,1000.0,3481.16,Mortgage,4,High Risk
19,Female,64100.0,5341.67,Employed,,Bachelor,Single,7900.0,Auto,15.71,24,640.0,0.07,0,3,0,100.0,2376.61,Mortgage,0,Medium Risk
30,Male,133700.0,11141.67,Employed,11.8,Bachelor,Single,25900.0,Home Improvement,17.57,60,624.0,0.08,0,7,0,22000.0,4847.41,Mortgage,1,Medium Risk
40,Male,94500.0,7875.0,Employed,7.5,Bachelor,Married,8200.0,Debt Consolidation,19.25,60,621.0,0.16,1,7,1,4500.0,3232.45,Mortgage,0,Medium Risk
50,Male,111800.0,9316.67,Employed,17.1,Bachelor,Married,6900.0,Business,11.35,36,694.0,0.1,0,5,0,27800.0,4502.92,Mortgage,2,Low Risk
20,Male,13700.0,1141.67,Unemployed,0.0,High School,Married,2500.0,Home Improvement,19.89,60,400.0,0.12,0,3,1,400.0,932.77,Rent,0,High Risk
73,Male,24900.0,2075.0,Retired,39.0,Bachelor,Divorced,3000.0,Education,9.12,60,754.0,0.3,1,5,0,6200.0,1160.73,Own,0,Low Risk
26,Male,78400.0,6533.33,Employed,1.4,Bachelor,Married,10100.0,Debt Consolidation,18.43,12,591.0,0.15,1,5,0,9400.0,2277.31,Rent,1,Medium Risk
63,Male,46000.0,3833.33,Self-Employed,36.2,Associate,Married,14600.0,Debt Consolidation,24.36,12,539.0,0.08,0,7,0,2800.0,2157.1,Mortgage,0,High Risk
34,Male,105200.0,8766.67,Employed,,Bachelor,Single,23100.0,Debt Consolidation,19.76,36,578.0,0.09,0,2,0,2500.0,4138.0,Own,2,Medium Risk
23,Female,35300.0,2941.67,Self-Employed,4.0,High School,Single,5500.0,Personal,20.81,12,543.0,0.09,0,2,0,300.0,1714.23,Rent,0,High Risk
46,Female,41100.0,3425.0,Employed,23.4,High School,Divorced,15700.0,Auto,9.04,12,736.0,0.06,0,3,0,7300.0,1822.02,Mortgage,0,Medium Risk
69,Male,25400.0,2116.67,Retired,16.0,Bachelor,Married,5000.0,Debt Consolidation,13.13,36,701.0,0.29,1,4,0,2600.0,1794.15,Own,1,Medium Risk
52,Female,225000.0,18750.0,Employed,33.3,Master,Single,22500.0,Business,10.31,12,690.0,0.09,0,1,0,104700.0,6669.53,Own,1,Low Risk
19,Male,172300.0,14358.33,Employed,,Master,Married,35900.0,Debt Consolidation,16.11,60,582.0,0.08,0,4,1,58400.0,5997.8,Rent,0,Medium Risk
44,Female,212200.0,17683.33,Employed,11.4,Master,Single,5800.0,Personal,8.21,36,761.0,0.1,0,5,0,14200.0,7848.0,Own,1,Low Risk
64,Female,40300.0,3358.33,Self-Employed,25.2,High School,Single,9100.0,Debt Consolidation,17.03,24,663.0,0.06,0,1,0,2400.0,2119.98,Mortgage,0,Medium Risk
23,Female,25100.0,2091.67,Self-Employed,3.5,High School,Married,5500.0,Personal,19.67,60,477.0,0.06,0,1,1,100.0,1537.05,Mortgage,1,High Risk
30,Female,90900.0,7575.0,Self-Employed,6.7,Bachelor,Single,16400.0,Debt Consolidation,18.75,36,571.0,0.09,0,2,0,4200.0,3978.88,Mortgage,1,High Risk
26,Male,129200.0,10766.67,Employed,0.6,Master,Married,2800.0,Education,15.22,60,646.0,0.06,1,1,0,11600.0,5879.37,Mortgage,4,Low Risk
32,Female,77100.0,6425.0,Employed,3.4,Bachelor,Single,11700.0,Personal,24.37,12,527.0,0.06,0,1,0,10200.0,3249.99,Mortgage,0,Medium Risk
41,Male,88700.0,7391.67,Employed,6.1,Bachelor,Divorced,12600.0,Home Improvement,9.74,12,679.0,0.2,2,1,0,103800.0,3201.32,Mortgage,1,Low Risk
24,Female,113100.0,9425.0,Employed,1.9,Bachelor,Married,21200.0,Personal,18.34,24,661.0,0.12,1,6,1,32300.0,3710.07,Rent,2,Medium Risk
52,Female,163400.0,13616.67,Employed,18.6,Master,Married,11300.0,Business,11.24,36,707.0,0.08,0,2,0,8700.0,5748.35,Mortgage,1,Low Risk
47,Female,24200.0,2016.67,Employed,26.5,High School,Married,3000.0,Debt Consolidation,21.11,36,492.0,0.32,2,0,0,1400.0,1314.62,Mortgage,0,Medium Risk
45,Female,132100.0,11008.33,Employed,20.0,Bachelor,Single,6500.0,Personal,9.56,36,695.0,0.06,0,7,1,13000.0,3361.66,Own,0,Low Risk
47,Female,8500.0,708.33,Unemployed,0.0,Bachelor,Single,3000.0,Auto,21.09,24,558.0,0.24,0,3,0,100.0,878.85,Rent,0,High Risk
23,Male,29200.0,2433.33,Employed,4.4,Associate,Single,2900.0,Debt Consolidation,11.56,60,720.0,0.21,1,2,0,10300.0,1370.85,Own,0,Low Risk
31,Male,116200.0,9683.33,Employed,7.5,Bachelor,Single,6200.0,Business,16.97,36,603.0,0.09,2,2,0,18100.0,5185.26,Own,1,Low Risk
52,Female,51700.0,4308.33,Employed,14.5,Associate,Single,17800.0,Auto,13.52,36,651.0,0.2,1,4,0,9300.0,2787.36,Own,0,Medium Risk
65,Male,70500.0,5875.0,Employed,12.1,Master,Divorced,25100.0,Education,4.97,36,850.0,0.17,1,7,0,31500.0,2656.63,Mortgage,0,Low Risk
33,Female,170200.0,14183.33,Employed,7.7,Master,Married,80900.0,Debt Consolidation,9.42,12,686.0,0.13,2,4,0,6300.0,5122.54,Mortgage,1,Medium Risk
36,Female,6200.0,516.67,Unemployed,0.0,High School,Single,2300.0,Home Improvement,19.66,60,566.0,0.2,0,1,0,300.0,1582.86,Rent,1,High Risk
32,Male,130700.0,10891.67,Employed,13.1,Bachelor,Single,36200.0,Education,13.01,36,654.0,0.09,0,4,0,18300.0,4006.38,Mortgage,1,Medium Risk
37,Female,196500.0,16375.0,Employed,1.9,Master,Single,7800.0,Home Improvement,9.4,60,755.0,0.12,1,4,0,70000.0,3965.05,Mortgage,0,Low Risk
27,Female,98900.0,8241.67,Employed,7.8,Bachelor,Single,38500.0,Home Improvement,13.73,36,617.0,0.1,0,5,1,42300.0,5110.94,Rent,4,Medium Risk
64,Male,98600.0,8216.67,Employed,40.2,Bachelor,Single,18900.0,Debt Consolidation,18.4,36,638.0,0.15,1,4,0,9400.0,3580.24,Own,0,Medium Risk
38,Male,32300.0,2691.67,Employed,4.8,High School,Single,3800.0,Education,16.68,60,659.0,0.19,0,7,0,5100.0,1662.97,Mortgage,0,Low Risk
73,Female,69700.0,5808.33,Retired,22.0,Master,Single,6800.0,Education,14.85,60,709.0,0.13,0,5,3,7800.0,3032.73,Mortgage,2,Medium Risk
24,Male,74700.0,6225.0,Self-Employed,1.7,Bachelor,Single,12900.0,Auto,18.85,60,647.0,0.17,1,6,2,12200.0,2979.19,Rent,0,High Risk
26,Male,26100.0,2175.0,Retired,,Bachelor,Married,3000.0,Auto,22.07,36,539.0,0.14,0,6,0,100.0,1565.03,Rent,2,High Risk
67,Male,46800.0,3900.0,Retired,35.0,Bachelor,Married,9400.0,Education,19.41,60,546.0,0.16,1,3,1,100.0,2289.4,Rent,0,High Risk
34,Female,127000.0,10583.33,Employed,11.2,Bachelor,Married,12200.0,Home Improvement,12.66,60,697.0,0.06,0,3,0,25800.0,5413.47,Own,1,Low Risk
31,Female,123400.0,10283.33,Employed,6.0,Bachelor,Married,28100.0,Debt Consolidation,13.04,36,613.0,0.12,0,7,0,25200.0,4379.49,Mortgage,4,Medium Risk
29,Female,79800.0,6650.0,Employed,1.8,Associate,Divorced,23100.0,Home Improvement,18.96,60,598.0,0.11,0,3,1,3400.0,3552.69,Rent,1,High Risk
18,Male,48400.0,4033.33,Employed,0.0,Associate,Married,7400.0,Debt Consolidation,14.8,60,648.0,0.05,0,3,0,3200.0,1803.18,Rent,0,Medium Risk
51,Male,145200.0,12100.0,Employed,8.2,Master,Single,32500.0,Auto,15.18,36,665.0,0.09,0,7,0,25800.0,5798.09,Own,0,Medium Risk
46,Female,49900.0,4158.33,Employed,8.8,High School,Married,5000.0,Auto,21.98,24,565.0,0.06,0,1,0,7400.0,2645.42,Mortgage,0,Medium Risk
29,Female,9800.0,816.67,Unemployed,0.0,Master,Single,2800.0,Business,24.39,36,534.0,0.37,1,1,1,0.0,1572.86,Mortgage,2,High Risk
32,Female,46600.0,3883.33,Employed,7.8,High School,Single,3100.0,Education,14.26,24,648.0,0.17,1,7,0,3500.0,2057.76,Mortgage,0,Low Risk
72,Female,30100.0,2508.33,Retired,15.0,Bachelor,Married,2500.0,Debt Consolidation,10.33,60,712.0,0.32,1,4,0,300.0,1648.09,Rent,0,Medium Risk
25,Female,92200.0,7683.33,Employed,1.7,Master,Single,8400.0,Debt Consolidation,11.51,60,701.0,0.07,0,6,0,6000.0,4447.05,Rent,3,Low Risk
32,Female,35900.0,2991.67,Employed,8.9,Associate,Single,2900.0,Education,15.16,60,661.0,0.07,0,3,0,7300.0,2161.13,Rent,1,Low Risk
70,Male,20800.0,1733.33,Retired,18.0,Bachelor,Single,4800.0,Debt Consolidation,6.19,36,766.0,0.35,0,8,0,2800.0,1349.54,Rent,0,Medium Risk
22,Male,86900.0,7241.67,Self-Employed,2.9,Master,Married,9500.0,Debt Consolidation,15.44,60,637.0,0.1,0,3,0,300.0,2932.37,Rent,0,High Risk
42,Male,69400.0,5783.33,Employed,15.2,Associate,Divorced,6900.0,Business,16.02,36,665.0,0.11,1,3,0,7200.0,3117.56,Own,3,Medium Risk
68,Male,45400.0,3783.33,Retired,27.0,Bachelor,Married,3600.0,Debt Consolidation,15.18,24,662.0,0.12,1,1,0,5500.0,2474.43,Mortgage,0,Medium Risk
56,Male,138900.0,11575.0,Employed,8.5,Master,Single,34800.0,Debt Consolidation,11.44,36,726.0,0.14,2,3,0,43400.0,5565.33,Own,0,Low Risk
36,Male,125000.0,10416.67,Employed,17.3,Bachelor,Single,3300.0,Debt Consolidation,17.7,36,601.0,0.09,0,4,0,38800.0,5049.78,Own,1,Low Risk
46,Female,11300.0,941.67,Unemployed,0.0,Bachelor,Single,3500.0,Home Improvement,13.29,24,602.0,0.7,2,2,0,5700.0,842.39,Mortgage,0,High Risk
33,Female,75800.0,6316.67,Self-Employed,9.4,Bachelor,Divorced,13300.0,Auto,23.46,36,570.0,0.1,0,7,1,25500.0,2318.79,Mortgage,0,High Risk
52,Female,135700.0,11308.33,Employed,31.8,Bachelor,Single,6400.0,Home Improvement,10.22,24,680.0,0.11,0,4,0,2300.0,4637.96,Own,3,Low Risk
54,Male,64500.0,5375.0,Employed,12.3,Bachelor,Widowed,2400.0,Debt Consolidation,17.3,36,645.0,0.09,0,5,0,4600.0,2839.92,Own,1,Low Risk
46,Female,43400.0,3616.67,Employed,25.4,High School,Single,15200.0,Debt Consolidation,17.5,60,630.0,0.17,1,3,0,14000.0,2909.61,Mortgage,1,Medium Risk
27,Male,127000.0,10583.33,Employed,7.8,Bachelor,Married,10300.0,Debt Consolidation,21.65,12,561.0,0.05,0,1,2,8800.0,4331.07,Own,2,High Risk
38,Female,49300.0,4108.33,Employed,5.0,High School,Widowed,25600.0,Education,10.95,60,708.0,0.22,1,6,0,11300.0,1638.38,Rent,0,Medium Risk
29,Female,56500.0,4708.33,Self-Employed,10.9,High School,Single,13900.0,Debt Consolidation,23.36,24,501.0,0.14,0,6,0,500.0,1911.1,Rent,1,High Risk
61,Male,35900.0,2991.67,Self-Employed,3.6,Associate,Divorced,5200.0,Education,16.4,60,583.0,0.19,1,2,0,4300.0,2063.5,Mortgage,0,Medium Risk
18,Female,140500.0,11708.33,Employed,0.0,Master,Married,40700.0,Auto,16.71,24,667.0,0.08,0,3,0,21700.0,3082.25,Rent,0,Medium Risk
49,Male,14800.0,1233.33,Unemployed,0.0,Bachelor,Single,3200.0,Debt Consolidation,15.9,24,637.0,0.7,2,5,0,200.0,1348.45,Rent,1,High Risk
50,Female,30600.0,2550.0,Self-Employed,26.5,High School,Married,6300.0,Home Improvement,17.11,36,643.0,0.17,0,5,0,,1680.07,Mortgage,0,Medium Risk
32,Female,104200.0,8683.33,Employed,5.4,Master,Married,10400.0,Debt Consolidation,18.25,60,612.0,0.1,0,3,0,8400.0,3980.34,Mortgage,2,Medium Risk
52,Male,134300.0,11191.67,Employed,25.6,Bachelor,Widowed,32800.0,Auto,11.63,36,713.0,0.13,2,4,0,2300.0,4559.28,Own,2,Medium Risk
57,Male,123100.0,10258.33,Employed,9.8,Bachelor,Married,15000.0,Personal,13.43,24,594.0,0.09,0,2,0,5000.0,5140.56,Mortgage,0,Medium Risk
58,Male,120300.0,10025.0,Self-Employed,11.5,Master,Married,58000.0,Education,11.53,12,717.0,0.08,1,6,0,11000.0,3563.83,Own,0,Low Risk
42,Non-Binary,156700.0,13058.33,Employed,,Doctorate,Married,44800.0,Debt Consolidation,16.89,12,606.0,0.05,0,6,0,156500.0,4878.91,Mortgage,1,Low Risk
46,Male,88900.0,7408.33,Employed,26.0,Bachelor,Single,14800.0,Debt Consolidation,18.1,24,663.0,0.16,2,5,1,20700.0,3266.03,Rent,2,Medium Risk
48,Male,48000.0,4000.0,Employed,16.9,High School,Married,4400.0,Home Improvement,15.89,36,616.0,0.21,1,5,0,5000.0,2900.17,Mortgage,1,Low Risk
42,Male,68000.0,5666.67,Employed,19.8,Bachelor,Divorced,4000.0,Home Improvement,18.91,12,,0.1,1,0,1,600.0,2661.45,Mortgage,1,High Risk
55,Female,84000.0,7000.0,Retired,31.0,Master,Widowed,24100.0,Personal,17.24,12,617.0,0.11,1,3,1,1700.0,3867.16,Own,3,High Risk
75,Female,7400.0,616.67,Retired,32.0,High School,Married,3800.0,Auto,9.05,12,729.0,0.7,2,3,0,1800.0,828.32,Mortgage,0,Medium Risk
29,Male,52700.0,4391.67,Self-Employed,5.4,Associate,Divorced,12600.0,Home Improvement,18.0,36,658.0,0.1,0,1,0,700.0,2970.69,Rent,1,High Risk
